date,destination,bookings,searches,cancellations,adr,room_nights
2023-07-13,UKR,92,156,12,93.29,271.76
2023-07-14,UKR,84,155,13,92.9,244.52
2023-07-15,UKR,129,234,19,91.78,383.07
2023-07-16,UKR,108,190,14,95.83,281.81
2023-07-17,UKR,99,150,15,96.61,285.16
2023-07-18,UKR,92,142,13,93.36,231.43
2023-07-19,UKR,92,166,12,94.54,231.79
2023-07-20,UKR,106,221,17,92.36,312.75
2023-07-21,UKR,127,181,17,94.72,321.77
2023-07-22,UKR,141,291,21,96.88,412.99
2023-07-23,UKR,99,160,14,90.52,248.61
2023-07-24,UKR,119,163,16,95.45,311.31
2023-07-25,UKR,120,217,18,89.67,350.23
2023-07-26,UKR,111,230,17,94.82,309.74
2023-07-27,UKR,115,206,17,92.96,300.66
2023-07-28,UKR,134,275,19,94.26,349.18
2023-07-29,UKR,149,212,23,96.02,416.69
2023-07-30,UKR,123,183,18,92.81,365.41
2023-07-31,UKR,110,164,17,95.4,290.14
2023-08-01,UKR,136,247,18,95.93,370.95
2023-08-02,UKR,134,245,17,96.62,375.85
2023-08-03,UKR,153,255,24,94.34,419.87
2023-08-04,UKR,111,196,15,97.96,309.87
2023-08-05,UKR,125,221,16,93.28,317.79
2023-08-06,UKR,181,360,27,91.29,530.6
2023-08-07,UKR,117,162,16,96.84,350.84
2023-08-08,UKR,151,217,24,93.67,441.48
2023-08-09,UKR,108,220,17,96.98,316.04
2023-08-10,UKR,103,172,13,91.28,269.31
2023-08-11,UKR,106,199,14,90.68,316.57
2023-08-12,UKR,171,268,23,96.8,455.39
2023-08-13,UKR,121,170,16,92.64,343.28
2023-08-14,UKR,119,175,16,92.52,348.95
2023-08-15,UKR,105,153,14,94.6,304.7
2023-08-16,UKR,131,221,17,95.17,345.42
2023-08-17,UKR,105,173,14,97.03,265.49
2023-08-18,UKR,131,258,19,95.57,378.4
2023-08-19,UKR,136,223,21,98.6,400.49
2023-08-20,UKR,128,250,19,93.93,350.92
2023-08-21,UKR,129,244,18,92.39,351.78
2023-08-22,UKR,102,183,16,90.95,283.95
2023-08-23,UKR,130,236,18,94.5,349.19
2023-08-24,UKR,110,164,15,91.92,287.03
2023-08-25,UKR,138,206,22,98.42,384.42
2023-08-26,UKR,147,285,20,90.12,408.42
2023-08-27,UKR,153,304,23,91.37,399.19
2023-08-28,UKR,109,194,14,97.48,315.7
2023-08-29,UKR,130,221,18,92.6,331.1
2023-08-30,UKR,135,267,18,91.25,353.57
2023-08-31,UKR,125,210,19,90.75,342.95
2023-09-01,UKR,163,245,25,93.04,474.95
2023-09-02,UKR,126,250,17,94.1,353.75
2023-09-03,UKR,165,272,21,89.63,457.97
2023-09-04,UKR,151,209,19,93.52,395.43
2023-09-05,UKR,144,236,21,91.94,372.49
2023-09-06,UKR,157,243,24,90.48,453.16
2023-09-07,UKR,155,217,24,92.94,392.63
2023-09-08,UKR,162,228,25,91.5,432.95
2023-09-09,UKR,201,374,32,91.8,563.95
2023-09-10,UKR,163,258,26,97.62,467.73
2023-09-11,UKR,143,253,18,96.03,408.0
2023-09-12,UKR,165,255,23,90.04,449.03
2023-09-13,UKR,143,292,23,91.05,384.13
2023-09-14,UKR,108,217,14,94.9,278.13
2023-09-15,UKR,140,262,19,93.73,396.33
2023-09-16,UKR,184,263,29,96.98,529.65
2023-09-17,UKR,125,249,19,93.17,337.65
2023-09-18,UKR,179,268,25,95.8,471.81
2023-09-19,UKR,121,226,17,97.11,309.75
2023-09-20,UKR,139,232,20,92.12,388.93
2023-09-21,UKR,114,215,17,97.78,304.61
2023-09-22,UKR,165,330,25,94.63,466.71
2023-09-23,UKR,153,218,20,97.07,443.78
2023-09-24,UKR,169,237,22,98.52,440.64
2023-09-25,UKR,156,222,20,95.49,431.52
2023-09-26,UKR,126,256,17,98.12,366.58
2023-09-27,UKR,142,200,20,92.57,358.57
2023-09-28,UKR,153,269,21,95.07,401.84
2023-09-29,UKR,144,235,22,93.79,385.26
2023-09-30,UKR,179,302,24,90.1,489.27
2023-10-01,UKR,184,300,26,96.9,535.77
2023-10-02,UKR,141,262,22,90.42,418.33
2023-10-03,UKR,137,250,20,93.13,353.54
2023-10-04,UKR,179,262,27,89.94,484.88
2023-10-05,UKR,170,298,25,90.02,455.15
2023-10-06,UKR,153,240,24,95.05,411.07
2023-10-07,UKR,211,299,30,95.65,596.94
2023-10-08,UKR,230,377,30,97.08,579.82
2023-10-09,UKR,208,390,30,91.47,572.25
2023-10-10,UKR,248,454,39,98.08,733.64
2023-10-11,UKR,228,383,35,94.29,647.23
2023-10-12,UKR,256,495,34,97.13,709.16
2023-10-13,UKR,209,361,33,91.66,610.72
2023-10-14,UKR,244,382,36,92.36,614.79
2023-10-15,UKR,221,360,35,93.01,632.98
2023-10-16,UKR,247,389,39,93.06,714.24
2023-10-17,UKR,235,344,35,95.5,668.35
2023-10-18,UKR,238,417,35,91.39,631.56
2023-10-19,UKR,195,384,26,93.23,561.34
2023-10-20,UKR,176,311,23,89.46,498.23
2023-10-21,UKR,202,292,26,97.15,603.44
2023-10-22,UKR,236,334,37,93.24,595.97
2023-10-23,UKR,215,406,28,94.78,538.72
2023-10-24,UKR,179,313,26,93.04,534.66
2023-10-25,UKR,202,350,27,97.8,542.85
2023-10-26,UKR,171,263,26,96.87,446.68
2023-10-27,UKR,259,505,34,93.53,691.2
2023-10-28,UKR,191,322,29,89.78,524.54
2023-10-29,UKR,221,426,32,90.82,615.71
2023-10-30,UKR,216,354,29,91.82,579.0
2023-10-31,UKR,205,304,26,92.98,583.96
2023-11-01,UKR,202,313,32,97.72,535.03
2023-11-02,UKR,184,358,27,97.07,521.92
2023-11-03,UKR,179,281,27,92.69,507.58
2023-11-04,UKR,210,399,28,98.59,627.61
2023-11-05,UKR,248,451,39,92.02,677.99
2023-11-06,UKR,189,284,26,94.6,552.88
2023-11-07,UKR,242,338,37,94.53,699.32
2023-11-08,UKR,203,312,32,98.62,537.35
2023-11-09,UKR,208,429,32,90.27,533.1
2023-11-10,UKR,226,401,31,95.66,632.15
2023-11-11,UKR,247,377,35,91.89,712.42
2023-11-12,UKR,231,328,34,96.32,602.76
2023-11-13,UKR,171,278,27,89.72,490.27
2023-11-14,UKR,211,300,29,93.67,528.94
2023-11-15,UKR,160,240,24,93.31,443.85
2023-11-16,UKR,185,331,29,89.77,544.86
2023-11-17,UKR,200,317,26,90.14,560.09
2023-11-18,UKR,256,439,34,96.02,677.55
2023-11-19,UKR,260,530,40,95.66,738.35
2023-11-20,UKR,160,288,22,91.35,452.95
2023-11-21,UKR,181,319,27,92.34,512.69
2023-11-22,UKR,168,302,22,97.12,497.15
2023-11-23,UKR,159,220,24,96.63,406.9
2023-11-24,UKR,203,395,28,89.42,562.34
2023-11-25,UKR,265,433,38,90.1,735.23
2023-11-26,UKR,225,321,30,90.19,597.93
2023-11-27,UKR,183,376,26,94.3,537.44
2023-11-28,UKR,210,383,29,92.17,567.28
2023-11-29,UKR,198,347,26,95.24,507.7
2023-11-30,UKR,214,405,33,97.5,588.5
2023-12-01,UKR,167,295,21,91.97,454.49
2023-12-02,UKR,209,351,27,98.36,533.79
2023-12-03,UKR,203,355,26,89.84,518.21
2023-12-04,UKR,163,280,24,97.01,410.89
2023-12-05,UKR,173,332,24,95.07,510.17
2023-12-06,UKR,183,273,25,95.33,500.16
2023-12-07,UKR,184,292,26,97.87,461.93
2023-12-08,UKR,146,242,22,92.41,414.32
2023-12-09,UKR,211,307,30,98.09,553.97
2023-12-10,UKR,219,376,31,89.88,584.65
2023-12-11,UKR,150,251,24,93.55,401.6
2023-12-12,UKR,153,256,22,92.94,432.97
2023-12-13,UKR,162,332,25,98.14,457.55
2023-12-14,UKR,143,230,21,94.77,386.2
2023-12-15,UKR,139,194,18,96.2,362.01
2023-12-16,UKR,200,388,31,94.72,534.55
2023-12-17,UKR,178,281,26,97.84,480.27
2023-12-18,UKR,133,268,19,94.9,337.86
2023-12-19,UKR,187,341,29,90.05,512.08
2023-12-20,UKR,199,390,27,98.14,509.87
2023-12-21,UKR,185,322,28,89.68,500.0
2023-12-22,UKR,186,379,28,93.82,540.3
2023-12-23,UKR,169,244,22,96.96,446.19
2023-12-24,UKR,191,380,27,89.81,534.75
2023-12-25,UKR,149,288,21,89.75,433.63
2023-12-26,UKR,166,302,25,94.51,483.55
2023-12-27,UKR,188,334,26,98.3,520.86
2023-12-28,UKR,150,269,22,91.04,379.47
2023-12-29,UKR,183,305,25,95.57,464.83
2023-12-30,UKR,154,252,21,92.94,388.94
2023-12-31,UKR,190,326,27,97.19,488.81
2024-01-01,UKR,103,181,15,94.62,302.72
2024-01-02,UKR,148,255,19,89.71,383.71
2024-01-03,UKR,132,191,21,97.22,349.58
2024-01-04,UKR,110,175,14,94.17,288.52
2024-01-05,UKR,169,300,27,90.64,454.79
2024-01-06,UKR,117,200,17,95.33,316.53
2024-01-07,UKR,137,277,19,90.96,349.24
2024-01-08,UKR,148,211,20,93.0,387.53
2024-01-09,UKR,126,254,19,94.44,344.93
2024-01-10,UKR,108,165,15,96.65,323.6
2024-01-11,UKR,167,338,22,93.05,451.71
2024-01-12,UKR,126,221,17,96.17,341.46
2024-01-13,UKR,188,279,29,89.86,535.05
2024-01-14,UKR,152,222,21,94.18,455.74
2024-01-15,UKR,142,278,19,90.79,422.4
2024-01-16,UKR,173,292,23,92.64,490.39
2024-01-17,UKR,127,217,19,94.71,327.75
2024-01-18,UKR,140,225,19,96.28,351.76
2024-01-19,UKR,152,290,21,95.83,423.12
2024-01-20,UKR,174,289,25,90.55,457.74
2024-01-21,UKR,162,252,22,89.36,445.2
2024-01-22,UKR,134,228,20,98.15,346.69
2024-01-23,UKR,116,231,17,93.13,320.24
2024-01-24,UKR,107,193,17,94.72,315.15
2024-01-25,UKR,150,226,23,97.88,417.91
2024-01-26,UKR,115,203,16,92.18,319.42
2024-01-27,UKR,154,263,20,90.13,398.23
2024-01-28,UKR,131,237,18,96.93,328.41
2024-01-29,UKR,152,305,24,89.49,391.69
2024-01-30,UKR,134,277,20,95.68,397.43
2024-01-31,UKR,140,282,22,89.76,366.18
2024-02-01,UKR,92,167,12,97.38,253.0
2024-02-02,UKR,101,154,15,92.24,273.24
2024-02-03,UKR,151,290,24,92.15,436.53
2024-02-04,UKR,145,270,20,90.53,411.2
2024-02-05,UKR,104,189,15,92.23,282.23
2024-02-06,UKR,112,214,16,91.83,291.12
2024-02-07,UKR,122,185,19,97.73,356.61
2024-02-08,UKR,124,178,17,89.89,340.14
2024-02-09,UKR,93,184,14,97.53,246.56
2024-02-10,UKR,148,270,20,95.79,439.93
2024-02-11,UKR,115,183,17,94.1,294.4
2024-02-12,UKR,129,233,17,98.25,343.71
2024-02-13,UKR,125,185,20,92.24,366.16
2024-02-14,UKR,121,181,18,91.67,355.32
2024-02-15,UKR,92,137,13,97.28,247.64
2024-02-16,UKR,123,217,16,96.07,338.93
2024-02-17,UKR,129,254,20,95.97,329.3
2024-02-18,UKR,137,198,19,97.57,392.19
2024-02-19,UKR,111,197,14,98.34,315.19
2024-02-20,UKR,92,154,15,92.1,265.67
2024-02-21,UKR,82,133,12,98.47,220.13
2024-02-22,UKR,101,173,14,97.57,278.03
2024-02-23,UKR,100,178,14,89.99,283.16
2024-02-24,UKR,117,215,18,91.14,340.48
2024-02-25,UKR,118,187,16,96.37,325.26
2024-02-26,UKR,122,171,17,97.95,326.05
2024-02-27,UKR,92,177,12,89.3,272.09
2024-02-28,UKR,109,216,14,89.94,311.96
2024-02-29,UKR,96,173,14,92.58,257.99
2024-03-01,UKR,87,121,11,98.65,227.62
2024-03-02,UKR,80,133,11,96.84,213.65
2024-03-03,UKR,107,207,17,97.44,268.03
2024-03-04,UKR,94,144,13,98.58,270.46
2024-03-05,UKR,97,158,15,90.22,276.76
2024-03-06,UKR,68,131,9,97.0,181.47
2024-03-07,UKR,67,100,9,91.5,169.78
2024-03-08,UKR,85,169,12,92.84,249.73
2024-03-09,UKR,96,150,13,98.26,242.89
2024-03-10,UKR,89,160,12,96.66,227.95
2024-03-11,UKR,67,119,11,91.09,195.01
2024-03-12,UKR,79,154,11,97.38,204.17
2024-03-13,UKR,70,137,11,98.09,206.82
2024-03-14,UKR,94,154,13,92.02,252.72
2024-03-15,UKR,82,141,12,90.88,217.72
2024-03-16,UKR,117,168,17,90.76,324.5
2024-03-17,UKR,93,186,12,91.88,276.94
2024-03-18,UKR,74,108,10,92.99,220.07
2024-03-19,UKR,88,143,14,92.89,254.11
2024-03-20,UKR,86,168,11,98.12,254.46
2024-03-21,UKR,97,174,13,92.45,257.71
2024-03-22,UKR,76,111,11,96.96,204.52
2024-03-23,UKR,83,152,11,95.34,232.44
2024-03-24,UKR,100,148,13,93.71,290.05
2024-03-25,UKR,79,145,11,95.73,198.5
2024-03-26,UKR,73,105,11,91.56,196.62
2024-03-27,UKR,71,119,9,97.86,177.71
2024-03-28,UKR,71,109,11,90.82,211.79
2024-03-29,UKR,96,146,15,94.51,265.66
2024-03-30,UKR,94,150,13,92.8,270.71
2024-03-31,UKR,123,191,18,97.58,310.55
2024-04-01,UKR,74,119,11,97.94,200.68
2024-04-02,UKR,93,163,13,92.61,274.79
2024-04-03,UKR,93,150,13,93.38,271.95
2024-04-04,UKR,97,189,14,96.27,281.55
2024-04-05,UKR,57,107,8,95.63,155.33
2024-04-06,UKR,73,110,10,96.34,202.42
2024-04-07,UKR,72,134,10,91.33,214.82
2024-04-08,UKR,76,141,11,97.74,209.95
2024-04-09,UKR,58,81,8,91.24,145.03
2024-04-10,UKR,74,110,11,97.19,205.37
2024-04-11,UKR,73,130,11,96.54,218.1
2024-04-12,UKR,63,99,8,97.74,161.26
2024-04-13,UKR,87,139,12,93.75,254.67
2024-04-14,UKR,79,133,12,97.27,204.68
2024-04-15,UKR,59,90,9,95.27,153.3
2024-04-16,UKR,52,88,8,97.36,147.34
2024-04-17,UKR,81,116,13,94.26,212.99
2024-04-18,UKR,66,117,9,94.31,183.63
2024-04-19,UKR,55,110,8,98.42,157.51
2024-04-20,UKR,85,150,11,95.57,238.99
2024-04-21,UKR,76,145,10,94.18,197.51
2024-04-22,UKR,53,82,7,95.49,144.1
2024-04-23,UKR,65,105,10,97.97,178.83
2024-04-24,UKR,65,89,9,92.46,192.42
2024-04-25,UKR,70,121,10,90.1,209.04
2024-04-26,UKR,65,94,9,93.33,164.93
2024-04-27,UKR,81,114,11,94.05,233.63
2024-04-28,UKR,72,103,9,89.8,210.03
2024-04-29,UKR,53,75,8,91.77,143.68
2024-04-30,UKR,65,94,9,92.42,172.75
2024-05-01,UKR,62,122,9,98.38,185.07
2024-05-02,UKR,77,131,11,95.23,210.04
2024-05-03,UKR,76,128,10,97.99,192.14
2024-05-04,UKR,98,192,14,91.65,261.82
2024-05-05,UKR,85,137,11,89.45,253.46
2024-05-06,UKR,68,100,10,98.07,189.57
2024-05-07,UKR,78,155,11,97.57,220.3
2024-05-08,UKR,70,132,10,91.2,206.81
2024-05-09,UKR,74,112,10,96.41,202.54
2024-05-10,UKR,68,138,9,93.7,175.03
2024-05-11,UKR,67,117,9,96.53,181.75
2024-05-12,UKR,60,86,9,96.98,176.56
2024-05-13,UKR,79,159,11,97.1,202.78
2024-05-14,UKR,86,135,13,92.72,255.34
2024-05-15,UKR,70,136,11,98.04,182.17
2024-05-16,UKR,72,147,10,91.96,190.96
2024-05-17,UKR,79,134,13,92.85,229.17
2024-05-18,UKR,89,170,14,91.36,237.02
2024-05-19,UKR,81,114,11,96.28,211.75
2024-05-20,UKR,66,93,9,92.64,178.2
2024-05-21,UKR,80,132,11,94.92,226.59
2024-05-22,UKR,76,139,11,89.37,216.29
2024-05-23,UKR,57,115,9,93.25,156.81
2024-05-24,UKR,79,135,12,97.43,215.55
2024-05-25,UKR,86,147,13,90.08,252.11
2024-05-26,UKR,69,134,10,97.55,179.54
2024-05-27,UKR,67,116,11,94.12,177.24
2024-05-28,UKR,79,150,11,90.51,209.27
2024-05-29,UKR,67,107,9,92.43,198.99
2024-05-30,UKR,86,158,11,97.68,234.8
2024-05-31,UKR,78,115,10,96.07,205.99
2024-06-01,UKR,75,134,11,90.56,205.04
2024-06-02,UKR,89,179,14,89.4,256.4
2024-06-03,UKR,86,170,12,92.96,253.16
2024-06-04,UKR,84,143,13,98.34,231.38
2024-06-05,UKR,88,137,12,94.75,232.43
2024-06-06,UKR,93,136,12,94.74,236.34
2024-06-07,UKR,86,135,12,92.27,218.74
2024-06-08,UKR,131,179,18,94.67,387.08
2024-06-09,UKR,124,213,16,90.82,369.57
2024-06-10,UKR,67,138,10,95.81,192.06
2024-06-11,UKR,81,166,12,93.11,209.35
2024-06-12,UKR,100,186,15,91.44,277.19
2024-06-13,UKR,97,145,14,92.79,279.95
2024-06-14,UKR,81,154,11,96.65,222.11
2024-06-15,UKR,101,176,16,91.54,263.83
2024-06-16,UKR,83,169,12,94.1,225.99
2024-06-17,UKR,97,170,13,94.65,284.6
2024-06-18,UKR,93,181,12,93.6,250.84
2024-06-19,UKR,86,174,14,91.63,229.97
2024-06-20,UKR,103,160,14,94.25,292.92
2024-06-21,UKR,88,138,11,92.93,235.55
2024-06-22,UKR,97,159,13,92.21,289.78
2024-06-23,UKR,101,191,16,91.57,286.9
2024-06-24,UKR,84,159,13,89.9,235.04
2024-06-25,UKR,83,125,11,97.23,226.6
2024-06-26,UKR,82,146,11,91.17,219.26
2024-06-27,UKR,83,136,11,91.54,216.36
2024-06-28,UKR,90,183,13,92.97,268.94
2024-06-29,UKR,108,183,14,92.28,284.41
2024-06-30,UKR,121,194,19,92.68,344.08
2024-07-01,UKR,95,173,12,93.15,253.15
2024-07-02,UKR,117,221,18,92.06,318.61
2024-07-03,UKR,130,257,17,95.53,364.63
2024-07-04,UKR,100,161,15,91.88,273.72
2024-07-05,UKR,123,174,18,95.24,339.4
2024-07-06,UKR,113,180,16,91.01,310.98
2024-07-07,UKR,114,210,15,98.02,334.46
2024-07-08,UKR,98,179,15,96.52,250.58
2024-07-09,UKR,127,178,19,93.61,351.07
2024-07-10,UKR,107,156,15,92.05,296.68
2024-07-11,UKR,126,247,17,90.28,324.17
2024-07-12,UKR,111,214,15,95.41,325.67
2024-07-13,UKR,122,177,16,89.76,320.71
2024-07-14,UKR,112,211,18,95.04,326.76
2024-07-15,UKR,98,200,13,95.31,261.71
2024-07-16,UKR,96,182,15,89.53,273.44
2024-07-17,UKR,137,252,22,89.91,398.8
2024-07-18,UKR,108,181,16,98.54,319.24
2024-07-19,UKR,88,126,14,95.89,240.21
2024-07-20,UKR,123,215,19,95.33,326.67
2024-07-21,UKR,115,211,16,93.79,307.93
2024-07-22,UKR,123,223,17,92.27,315.2
2024-07-23,UKR,92,156,14,97.67,250.66
2024-07-24,UKR,95,187,15,91.6,257.51
2024-07-25,UKR,121,243,18,91.11,308.66
2024-07-26,UKR,131,208,17,97.23,356.19
2024-07-27,UKR,119,180,18,94.77,308.6
2024-07-28,UKR,101,143,15,97.2,253.38
2024-07-29,UKR,121,188,17,92.59,338.58
2024-07-30,UKR,94,173,14,94.76,269.86
2024-07-31,UKR,95,184,12,90.52,269.62
2024-08-01,UKR,162,285,22,90.29,470.84
2024-08-02,UKR,147,279,22,97.14,371.63
2024-08-03,UKR,167,234,25,92.25,497.49
2024-08-04,UKR,147,253,22,90.95,384.8
2024-08-05,UKR,146,288,19,96.43,401.55
2024-08-06,UKR,118,209,16,90.77,335.32
2024-08-07,UKR,141,221,20,93.11,421.88
2024-08-08,UKR,119,185,17,91.67,351.96
2024-08-09,UKR,142,290,21,97.83,366.98
2024-08-10,UKR,164,260,24,92.13,425.44
2024-08-11,UKR,119,173,16,93.28,344.84
2024-08-12,UKR,117,233,16,90.22,302.26
2024-08-13,UKR,146,270,22,94.35,414.43
2024-08-14,UKR,133,231,17,93.58,391.75
2024-08-15,UKR,166,336,22,95.8,470.97
2024-08-16,UKR,165,312,22,96.81,421.33
2024-08-17,UKR,174,277,26,93.34,473.09
2024-08-18,UKR,184,350,29,90.94,540.48
2024-08-19,UKR,110,204,15,97.87,309.82
2024-08-20,UKR,126,183,16,92.83,354.49
2024-08-21,UKR,142,206,21,93.11,397.32
2024-08-22,UKR,116,175,16,97.0,347.96
2024-08-23,UKR,125,243,20,97.91,343.93
2024-08-24,UKR,143,209,23,90.84,378.91
2024-08-25,UKR,148,302,21,90.13,395.32
2024-08-26,UKR,138,214,18,98.57,401.64
2024-08-27,UKR,101,171,13,94.76,299.4
2024-08-28,UKR,150,245,23,96.18,388.05
2024-08-29,UKR,129,218,18,94.33,386.76
2024-08-30,UKR,148,247,23,94.9,435.61
2024-08-31,UKR,164,226,23,90.66,417.67
2024-09-01,UKR,187,319,25,96.22,497.42
2024-09-02,UKR,141,270,22,97.42,381.18
2024-09-03,UKR,116,198,15,94.81,316.41
2024-09-04,UKR,118,182,18,93.46,338.2
2024-09-05,UKR,172,331,23,91.53,484.01
2024-09-06,UKR,138,237,21,95.59,375.92
2024-09-07,UKR,156,265,22,98.66,427.45
2024-09-08,UKR,192,343,29,93.54,549.0
2024-09-09,UKR,140,224,20,91.61,414.04
2024-09-10,UKR,178,291,26,94.4,456.51
2024-09-11,UKR,129,191,18,96.61,336.72
2024-09-12,UKR,157,226,24,93.24,433.11
2024-09-13,UKR,185,374,25,94.81,472.63
2024-09-14,UKR,154,281,21,96.05,444.82
2024-09-15,UKR,195,394,25,92.41,511.71
2024-09-16,UKR,150,235,22,91.29,392.92
2024-09-17,UKR,137,218,18,97.57,408.64
2024-09-18,UKR,127,189,19,97.06,326.81
2024-09-19,UKR,171,274,22,95.15,453.91
2024-09-20,UKR,177,336,25,98.2,478.47
2024-09-21,UKR,185,363,29,90.12,549.13
2024-09-22,UKR,181,370,28,97.29,478.67
2024-09-23,UKR,114,159,17,94.71,321.77
2024-09-24,UKR,162,322,21,89.43,450.92
2024-09-25,UKR,170,288,22,94.39,464.06
2024-09-26,UKR,129,191,19,96.49,353.8
2024-09-27,UKR,149,306,23,95.06,384.21
2024-09-28,UKR,159,308,23,91.68,461.39
2024-09-29,UKR,206,359,29,96.38,528.64
2024-09-30,UKR,140,202,20,97.32,409.93
2024-10-01,UKR,124,180,19,90.51,354.64
2024-10-02,UKR,159,245,24,91.5,448.32
2024-10-03,UKR,182,263,24,97.45,509.02
2024-10-04,UKR,141,244,21,96.43,359.96
2024-10-05,UKR,220,362,32,98.23,608.93
2024-10-06,UKR,205,398,29,93.91,599.3
2024-10-07,UKR,145,278,21,94.68,379.78
2024-10-08,UKR,150,235,20,91.55,446.2
2024-10-09,UKR,135,235,19,89.63,359.31
2024-10-10,UKR,155,240,22,98.38,416.74
2024-10-11,UKR,139,194,21,91.24,396.8
2024-10-12,UKR,184,344,25,94.6,478.86
2024-10-13,UKR,158,292,21,97.52,422.85
2024-10-14,UKR,157,222,21,90.98,431.2
2024-10-15,UKR,150,266,24,92.84,444.25
2024-10-16,UKR,148,273,22,98.6,389.61
2024-10-17,UKR,119,224,15,98.69,345.24
2024-10-18,UKR,151,283,20,91.98,405.89
2024-10-19,UKR,168,333,21,90.26,454.48
2024-10-20,UKR,202,399,29,92.7,515.95
2024-10-21,UKR,163,329,23,93.88,458.44
2024-10-22,UKR,163,224,21,89.89,422.77
2024-10-23,UKR,180,282,24,97.16,463.93
2024-10-24,UKR,137,280,19,93.9,370.41
2024-10-25,UKR,120,230,15,95.18,303.27
2024-10-26,UKR,182,289,26,90.91,472.99
2024-10-27,UKR,176,335,23,98.42,441.93
2024-10-28,UKR,168,301,22,90.67,478.58
2024-10-29,UKR,190,372,28,90.77,498.13
2024-10-30,UKR,127,232,19,93.08,375.92
2024-10-31,UKR,143,199,19,92.47,386.26
2024-11-01,UKR,139,266,19,92.6,401.21
2024-11-02,UKR,145,268,20,90.72,420.39
2024-11-03,UKR,148,299,19,95.21,378.98
2024-11-04,UKR,164,245,24,97.87,455.44
2024-11-05,UKR,153,306,23,95.42,448.81
2024-11-06,UKR,162,289,23,96.26,466.31
2024-11-07,UKR,139,209,21,90.11,379.73
2024-11-08,UKR,128,233,18,94.47,359.65
2024-11-09,UKR,186,375,24,97.3,479.56
2024-11-10,UKR,198,364,32,90.22,525.0
2024-11-11,UKR,154,277,20,94.46,430.5
2024-11-12,UKR,133,237,21,91.13,387.49
2024-11-13,UKR,174,287,23,94.65,510.49
2024-11-14,UKR,178,280,23,92.96,529.7
2024-11-15,UKR,187,295,26,90.08,535.25
2024-11-16,UKR,191,320,27,96.61,514.02
2024-11-17,UKR,161,279,23,96.9,431.62
2024-11-18,UKR,154,271,21,98.07,440.71
2024-11-19,UKR,145,235,21,94.09,402.07
2024-11-20,UKR,118,169,19,93.14,322.53
2024-11-21,UKR,129,244,19,94.08,338.18
2024-11-22,UKR,123,222,17,91.99,322.72
2024-11-23,UKR,196,401,28,89.99,516.82
2024-11-24,UKR,188,327,24,94.17,473.53
2024-11-25,UKR,193,355,28,93.61,573.69
2024-11-26,UKR,124,218,17,93.72,338.24
2024-11-27,UKR,133,213,19,97.1,376.66
2024-11-28,UKR,192,370,26,89.67,551.17
2024-11-29,UKR,194,299,28,94.28,487.7
2024-11-30,UKR,176,311,26,96.28,464.62
2024-12-01,UKR,127,200,19,95.82,380.41
2024-12-02,UKR,130,256,18,97.36,369.47
2024-12-03,UKR,128,201,17,97.65,341.06
2024-12-04,UKR,148,240,19,92.61,433.39
2024-12-05,UKR,117,200,16,97.9,337.07
2024-12-06,UKR,160,234,21,91.77,434.89
2024-12-07,UKR,193,386,26,94.85,552.12
2024-12-08,UKR,180,263,27,94.58,499.74
2024-12-09,UKR,116,161,16,89.5,331.92
2024-12-10,UKR,141,250,22,93.85,356.98
2024-12-11,UKR,169,254,24,92.31,499.11
2024-12-12,UKR,139,253,18,92.56,365.93
2024-12-13,UKR,152,217,23,89.82,420.9
2024-12-14,UKR,192,394,29,97.04,542.16
2024-12-15,UKR,183,267,26,90.4,505.83
2024-12-16,UKR,140,241,21,89.39,363.64
2024-12-17,UKR,156,246,22,96.02,437.1
2024-12-18,UKR,123,174,20,90.53,330.37
2024-12-19,UKR,127,174,17,90.05,347.63
2024-12-20,UKR,120,222,18,97.9,351.27
2024-12-21,UKR,135,209,21,96.81,371.82
2024-12-22,UKR,185,285,30,90.76,483.37
2024-12-23,UKR,142,272,18,98.69,356.76
2024-12-24,UKR,137,189,20,97.78,405.94
2024-12-25,UKR,107,192,16,97.65,292.11
2024-12-26,UKR,126,183,20,91.82,346.17
2024-12-27,UKR,139,238,18,93.46,370.72
2024-12-28,UKR,145,206,22,96.0,389.06
2024-12-29,UKR,187,328,25,92.34,484.69
2024-12-30,UKR,113,189,17,94.57,304.34
2024-12-31,UKR,125,229,16,97.58,317.37
2022-01-01,RUS,231,452,25,179.23,679.34
2022-01-02,RUS,208,285,24,176.4,568.95
2022-01-03,RUS,167,317,18,174.47,449.57
2022-01-04,RUS,189,322,19,173.59,559.51
2022-01-05,RUS,186,262,20,183.47,513.67
2022-01-06,RUS,154,287,19,174.59,451.95
2022-01-07,RUS,147,230,15,182.07,382.18
2022-01-08,RUS,216,363,22,176.33,592.39
2022-01-09,RUS,218,395,26,181.43,605.59
2022-01-10,RUS,161,253,19,178.44,453.97
2022-01-11,RUS,213,394,22,177.11,613.05
2022-01-12,RUS,194,372,20,176.41,572.16
2022-01-13,RUS,207,298,21,184.5,550.68
2022-01-14,RUS,159,242,17,174.81,408.23
2022-01-15,RUS,211,387,23,182.39,621.77
2022-01-16,RUS,203,377,21,171.42,542.58
2022-01-17,RUS,148,220,15,184.39,416.9
2022-01-18,RUS,185,285,21,173.25,542.46
2022-01-19,RUS,175,241,19,175.36,485.05
2022-01-20,RUS,190,349,22,183.4,528.38
2022-01-21,RUS,186,343,22,174.35,518.12
