date,origin_country,destination_id,visa_applications,visa_issued,visa_rejected,visa_type,processing_days
2022-03-05,CAN,TUR,119,112,7,Tourist,14.1
2022-03-06,NLD,CYP,630,542,88,Tourist,23.2
2022-03-06,IND,ROU,239,203,36,Business,22.7
2022-03-06,CAN,RUS,766,574,192,Tourist,14.1
2022-03-06,CHN,ISR,224,168,56,Tourist,20.8
2022-03-06,IND,RUS,186,139,47,Business,11.7
2022-03-06,DEU,CYP,144,140,4,Transit,16.0
2022-03-06,USA,LBN,100,97,3,Business,17.1
2022-03-06,FRA,SAU,221,210,11,Tourist,9.6
2022-03-06,AUS,SAU,541,485,56,Transit,18.7
2022-03-06,AUS,LBN,328,305,23,Family,21.5
2022-03-06,FRA,USA,749,645,104,Family,20.2
2022-03-07,IND,ARE,350,298,52,Family,18.9
2022-03-07,DEU,MDA,526,438,88,Tourist,26.6
2022-03-07,GBR,EGY,419,381,38,Transit,10.3
2022-03-07,AUS,RUS,330,323,7,Business,6.7
2022-03-07,JPN,NLD,536,443,93,Business,24.7
2022-03-07,NLD,RUS,521,449,72,Tourist,3.1
2022-03-08,USA,ESP,107,88,19,Family,18.6
2022-03-08,CAN,RUS,47,35,12,Tourist,17.5
2022-03-08,NLD,ISR,429,385,44,Business,18.1
2022-03-08,NLD,ITA,454,433,21,Transit,18.5
2022-03-08,NLD,ARE,145,125,20,Business,23.5
2022-03-08,CHN,JOR,87,83,4,Business,7.0
2022-03-08,FRA,RUS,316,286,30,Family,20.2
2022-03-08,DEU,GBR,678,508,170,Business,14.9
2022-03-08,JPN,DEU,666,499,167,Family,21.1
2022-03-08,NLD,ITA,197,181,16,Transit,7.8
2022-03-08,AUS,ESP,629,574,55,Family,22.8
2022-03-08,CHN,TUR,657,592,65,Family,6.7
2022-03-09,DEU,ROU,155,147,8,Tourist,25.2
2022-03-09,JPN,GRC,121,105,16,Tourist,19.5
2022-03-09,NLD,RUS,306,296,10,Tourist,19.1
2022-03-09,GBR,ITA,395,350,45,Transit,4.0
2022-03-09,AUS,GBR,109,88,21,Family,22.9
2022-03-09,JPN,GBR,628,585,43,Transit,3.3
2022-03-09,CHN,FRA,271,265,6,Business,16.7
2022-03-09,CHN,ISR,768,684,84,Tourist,17.1
2022-03-09,DEU,MDA,130,127,3,Tourist,11.8
2022-03-09,JPN,DEU,374,284,90,Tourist,10.3
2022-03-09,GBR,USA,617,462,155,Transit,25.6
2022-03-09,CAN,RUS,619,464,155,Tourist,11.6
2022-03-09,CHN,GBR,154,137,17,Transit,17.9
2022-03-10,JPN,ESP,498,479,19,Family,23.1
2022-03-10,AUS,FRA,118,112,6,Transit,8.2
2022-03-10,USA,CYP,414,351,63,Tourist,14.7
2022-03-10,USA,SAU,148,111,37,Business,5.4
2022-03-10,DEU,GBR,705,598,107,Transit,7.7
2022-03-10,FRA,LBN,250,195,55,Transit,3.7
2022-03-10,GBR,SAU,541,510,31,Family,4.9
2022-03-10,IND,UKR,371,353,18,Tourist,7.1
2022-03-11,AUS,ITA,148,143,5,Transit,4.1
2022-03-11,JPN,UKR,485,363,122,Transit,20.8
2022-03-11,USA,UKR,548,464,84,Family,5.5
2022-03-12,AUS,GRC,516,426,90,Transit,9.3
2022-03-12,USA,CYP,438,429,9,Business,6.3
2022-03-12,AUS,EGY,492,369,123,Business,4.9
2022-03-12,JPN,NLD,387,333,54,Business,15.6
2022-03-12,AUS,GBR,129,120,9,Business,9.9
2022-03-12,DEU,NLD,382,318,64,Business,10.9
2022-03-12,CAN,CYP,363,312,51,Business,16.6
2022-03-12,AUS,ISR,102,76,26,Family,14.7
2022-03-12,JPN,EGY,546,440,106,Family,22.8
2022-03-12,IND,SAU,612,571,41,Transit,23.4
2022-03-13,JPN,NLD,164,123,41,Family,20.9
2022-03-13,CHN,JOR,32,27,5,Transit,6.4
2022-03-13,CAN,SAU,389,355,34,Tourist,3.5
2022-03-13,GBR,EGY,45,38,7,Transit,6.1
2022-03-13,IND,NLD,409,369,40,Business,10.1
2022-03-13,GBR,ROU,550,467,83,Tourist,5.5
2022-03-13,FRA,DEU,357,267,90,Family,16.7
2022-03-13,IND,ARE,771,732,39,Tourist,6.3
2022-03-13,JPN,ESP,590,567,23,Business,22.6
2022-03-14,NLD,JOR,713,576,137,Transit,4.4
2022-03-14,JPN,PRT,204,176,28,Tourist,27.1
2022-03-14,NLD,MDA,59,57,2,Transit,16.4
2022-03-14,AUS,ITA,752,670,82,Business,8.2
2022-03-14,NLD,ESP,562,421,141,Transit,14.8
2022-03-14,JPN,EGY,439,329,110,Family,20.8
2022-03-14,CHN,CYP,226,196,30,Tourist,21.4
2022-03-14,CAN,ESP,551,471,80,Transit,14.2
2022-03-14,GBR,ESP,564,446,118,Tourist,17.9
2022-03-14,CHN,JOR,111,102,9,Family,18.3
2022-03-14,AUS,GBR,180,150,30,Transit,17.5
2022-03-14,IND,THA,734,589,145,Tourist,22.4
2022-03-15,IND,USA,192,166,26,Business,10.4
2022-03-15,IND,MDA,341,268,73,Transit,23.4
2022-03-15,DEU,NLD,151,126,25,Business,25.1
2022-03-15,USA,ISR,493,423,70,Transit,3.9
2022-03-15,FRA,EGY,701,530,171,Tourist,21.8
2022-03-16,DEU,LBN,638,548,90,Transit,20.4
2022-03-16,FRA,DEU,98,96,2,Business,5.7
2022-03-16,CHN,ARE,529,474,55,Business,5.1
2022-03-16,IND,TUR,550,433,117,Transit,25.5
2022-03-16,FRA,GRC,318,284,34,Business,24.2
2022-03-16,DEU,NLD,52,47,5,Tourist,7.3
2022-03-16,CHN,PRT,571,432,139,Family,15.4
2022-03-16,USA,GRC,759,628,131,Transit,15.8
2022-03-17,GBR,THA,29,21,8,Family,17.4
2022-03-17,CAN,SAU,437,406,31,Tourist,13.2
2022-03-17,CHN,THA,787,654,133,Business,16.5
2022-03-17,IND,NLD,224,217,7,Tourist,14.5
2022-03-17,IND,LBN,585,490,95,Business,9.8
2022-03-17,DEU,LBN,395,367,28,Transit,8.1
2022-03-17,NLD,GRC,492,456,36,Business,6.1
2022-03-17,NLD,FRA,692,613,79,Tourist,8.2
2022-03-17,USA,FRA,201,164,37,Family,21.2
2022-03-17,CAN,FRA,311,233,78,Transit,21.1
2022-03-18,AUS,ISR,390,323,67,Family,3.7
2022-03-18,IND,UKR,688,542,146,Tourist,3.7
2022-03-18,GBR,THA,634,611,23,Family,16.7
2022-03-18,AUS,FRA,679,518,161,Family,18.5
2022-03-18,AUS,CYP,188,165,23,Tourist,21.7
2022-03-18,USA,THA,135,103,32,Business,24.9
2022-03-18,USA,MDA,221,165,56,Tourist,24.0
2022-03-19,CHN,TUR,314,291,23,Transit,13.3
2022-03-19,IND,ISR,521,494,27,Business,24.8
2022-03-19,GBR,POL,434,335,99,Business,24.7
2022-03-19,AUS,ESP,754,565,189,Transit,10.5
2022-03-19,DEU,ITA,511,448,63,Business,25.4
2022-03-19,CAN,DEU,495,404,91,Business,4.6
2022-03-19,USA,PRT,375,340,35,Family,18.6
2022-03-19,FRA,ROU,54,49,5,Transit,9.4
2022-03-19,JPN,ROU,527,465,62,Family,10.7
2022-03-19,GBR,UKR,628,471,157,Business,11.3
2022-03-19,USA,CYP,447,377,70,Tourist,20.4
2022-03-19,DEU,ROU,439,424,15,Tourist,8.1
2022-03-19,USA,ROU,66,56,10,Transit,23.9
2022-03-20,NLD,USA,49,46,3,Transit,19.6
2022-03-20,AUS,DEU,666,554,112,Transit,13.0
2022-03-20,NLD,JOR,76,58,18,Transit,4.0
2022-03-20,AUS,ARE,423,400,23,Transit,6.8
2022-03-20,JPN,NLD,777,661,116,Family,16.5
2022-03-20,AUS,ESP,154,118,36,Family,23.1
2022-03-20,FRA,THA,769,662,107,Tourist,10.8
2022-03-20,DEU,UKR,345,307,38,Transit,20.1
2022-03-21,CAN,THA,424,318,106,Transit,22.8
2022-03-21,CHN,RUS,381,285,96,Transit,22.3
2022-03-21,GBR,RUS,589,522,67,Tourist,27.6
2022-03-22,DEU,UKR,465,404,61,Transit,7.5
2022-03-22,CAN,ROU,244,213,31,Business,14.1
2022-03-22,DEU,ESP,447,420,27,Family,10.0
2022-03-22,GBR,RUS,784,713,71,Transit,22.1
2022-03-22,USA,TUR,749,693,56,Tourist,11.1
2022-03-22,JPN,ARE,364,343,21,Business,8.6
2022-03-22,IND,THA,118,100,18,Tourist,19.8
2022-03-22,FRA,ISR,303,257,46,Tourist,25.1
2022-03-22,JPN,GRC,687,548,139,Tourist,24.5
2022-03-22,JPN,EGY,247,220,27,Business,24.2
2022-03-23,NLD,FRA,124,109,15,Transit,8.7
2022-03-23,NLD,UKR,594,530,64,Tourist,23.8
2022-03-23,IND,EGY,184,146,38,Business,6.9
2022-03-23,IND,EGY,243,182,61,Family,19.0
2022-03-23,AUS,RUS,232,207,25,Business,21.0
2022-03-23,USA,RUS,754,565,189,Transit,6.4
2022-03-23,IND,MDA,434,386,48,Family,27.1
2022-03-23,IND,UKR,588,479,109,Business,19.6
2022-03-24,FRA,EGY,391,365,26,Transit,19.2
2022-03-24,IND,USA,405,322,83,Transit,14.0
2022-03-24,FRA,ITA,442,420,22,Tourist,4.8
2022-03-24,CHN,USA,701,655,46,Business,5.6
2022-03-24,CAN,TUR,638,478,160,Transit,4.1
2022-03-24,DEU,CYP,622,466,156,Tourist,10.6
2022-03-24,NLD,EGY,544,415,129,Transit,20.3
2022-03-24,DEU,TUR,594,476,118,Tourist,7.8
2022-03-24,CHN,ROU,771,586,185,Tourist,17.1
2022-03-24,GBR,POL,91,85,6,Family,13.8
2022-03-24,CAN,EGY,682,583,99,Business,7.9
2022-03-24,CHN,ITA,363,319,44,Business,18.8
2022-03-25,DEU,MDA,795,633,162,Tourist,17.3
2022-03-25,CHN,NLD,494,473,21,Family,11.2
2022-03-25,IND,RUS,200,168,32,Family,19.8
2022-03-25,USA,MDA,587,559,28,Business,11.9
2022-03-25,USA,NLD,131,118,13,Transit,8.2
2022-03-25,DEU,ROU,216,195,21,Transit,20.9
2022-03-25,CHN,FRA,445,333,112,Tourist,5.1
2022-03-25,FRA,DEU,545,460,85,Business,8.1
2022-03-25,AUS,TUR,742,641,101,Business,21.1
2022-03-25,USA,ESP,655,491,164,Tourist,13.0
2022-03-25,JPN,ITA,775,622,153,Family,5.9
2022-03-26,USA,DEU,130,112,18,Tourist,3.1
2022-03-26,IND,FRA,675,591,84,Family,21.5
2022-03-26,GBR,SAU,281,225,56,Family,13.9
2022-03-26,FRA,UKR,662,496,166,Business,18.5
2022-03-27,CHN,GRC,474,420,54,Tourist,22.7
2022-03-27,CAN,THA,467,350,117,Transit,15.8
2022-03-27,IND,UKR,619,492,127,Family,24.3
2022-03-27,CHN,SAU,186,157,29,Business,12.3
2022-03-27,GBR,POL,680,666,14,Business,20.7
2022-03-27,DEU,TUR,691,608,83,Business,17.1
2022-03-27,JPN,GRC,269,226,43,Family,7.2
2022-03-27,NLD,ISR,662,573,89,Tourist,26.6
2022-03-27,IND,UKR,390,292,98,Tourist,4.8
2022-03-27,DEU,DEU,193,184,9,Transit,10.1
2022-03-28,USA,USA,770,577,193,Business,8.9
2022-03-28,IND,LBN,452,406,46,Family,21.4
2022-03-28,USA,RUS,757,698,59,Business,19.9
2022-03-28,JPN,UKR,266,241,25,Transit,4.5
2022-03-28,AUS,GBR,303,237,66,Family,24.3
2022-03-28,FRA,NLD,683,643,40,Transit,18.8
2022-03-29,GBR,NLD,199,172,27,Business,8.5
2022-03-29,DEU,PRT,196,156,40,Tourist,13.5
2022-03-29,AUS,SAU,782,680,102,Family,13.9
2022-03-29,AUS,PRT,691,548,143,Tourist,11.5
2022-03-29,NLD,FRA,167,142,25,Transit,9.3
2022-03-29,NLD,GBR,534,503,31,Family,21.8
2022-03-29,USA,NLD,416,331,85,Family,7.0
2022-03-30,JPN,PRT,275,215,60,Family,3.4
2022-03-30,CHN,UKR,255,234,21,Transit,18.1
2022-03-30,DEU,GRC,285,251,34,Business,20.8
2022-03-30,FRA,GBR,594,474,120,Family,4.4
2022-03-30,CAN,GRC,720,596,124,Business,13.3
2022-03-30,FRA,THA,144,120,24,Tourist,7.4
2022-03-31,JPN,TUR,574,430,144,Family,17.8
2022-03-31,CHN,JOR,51,43,8,Transit,11.3
2022-03-31,CAN,ISR,394,356,38,Family,7.3
2022-03-31,GBR,LBN,293,260,33,Business,9.2
2022-04-01,GBR,DEU,374,344,30,Tourist,19.1
2022-04-01,AUS,ROU,201,150,51,Tourist,5.4
2022-04-01,GBR,JOR,105,98,7,Family,18.2
2022-04-01,FRA,USA,523,486,37,Tourist,24.1
2022-04-01,NLD,ARE,54,52,2,Tourist,7.4
2022-04-01,AUS,SAU,146,109,37,Business,25.7
2022-04-02,JPN,SAU,73,60,13,Business,5.5
2022-04-02,CAN,RUS,494,370,124,Tourist,12.1
2022-04-02,NLD,MDA,88,75,13,Tourist,6.7
2022-04-02,DEU,EGY,387,343,44,Family,17.3
2022-04-02,USA,GBR,111,96,15,Business,13.2
2022-04-02,USA,TUR,73,65,8,Transit,13.6
2022-04-02,GBR,ESP,253,192,61,Business,6.2
2022-04-03,GBR,ITA,793,647,146,Transit,12.9
2022-04-03,FRA,RUS,776,722,54,Transit,7.3
2022-04-03,CAN,GBR,352,276,76,Transit,22.9
2022-04-03,GBR,PRT,759,700,59,Transit,3.5
2022-04-03,GBR,CYP,778,723,55,Family,21.6
2022-04-03,AUS,PRT,796,597,199,Tourist,10.4
2022-04-03,CAN,SAU,118,88,30,Tourist,22.9
2022-04-03,CAN,PRT,610,457,153,Business,22.7
2022-04-03,CAN,ROU,397,330,67,Business,14.9
2022-04-04,USA,GBR,216,162,54,Business,25.1
2022-04-04,CAN,ISR,82,66,16,Tourist,20.2
2022-04-04,AUS,NLD,132,115,17,Transit,6.7
2022-04-05,DEU,EGY,480,400,80,Business,19.0
2022-04-05,GBR,ITA,22,18,4,Tourist,10.0
2022-04-05,FRA,EGY,432,349,83,Business,18.2
2022-04-05,USA,ARE,618,594,24,Family,9.2
2022-04-05,FRA,CYP,643,598,45,Tourist,23.0
2022-04-06,FRA,MDA,417,407,10,Tourist,12.5
2022-04-06,AUS,UKR,359,317,42,Transit,15.1
2022-04-06,USA,PRT,457,412,45,Transit,8.1
2022-04-06,IND,NLD,703,569,134,Transit,22.1
2022-04-06,JPN,CYP,636,491,145,Business,13.5
2022-04-06,JPN,JOR,788,772,16,Business,25.2
2022-04-06,USA,GBR,284,262,22,Tourist,12.3
2022-04-06,CHN,DEU,67,56,11,Tourist,3.4
2022-04-06,NLD,ISR,123,92,31,Family,27.7
2022-04-06,USA,UKR,114,96,18,Business,4.5
2022-04-06,DEU,GRC,421,362,59,Family,9.7
2022-04-06,CAN,TUR,710,647,63,Tourist,16.6
2022-04-06,JPN,CYP,72,61,11,Transit,22.4
2022-04-07,CHN,ITA,497,425,72,Tourist,5.2
2022-04-07,USA,POL,229,193,36,Family,12.3
2022-04-07,CHN,TUR,113,100,13,Transit,15.3
2022-04-07,CAN,CYP,191,167,24,Tourist,17.0
2022-04-07,USA,ROU,783,587,196,Transit,5.8
2022-04-07,NLD,ESP,158,118,40,Transit,18.4
2022-04-08,JPN,ISR,421,352,69,Business,19.8
2022-04-08,AUS,LBN,560,497,63,Business,23.3
2022-04-08,AUS,ITA,531,507,24,Transit,9.0
2022-04-08,CHN,ITA,694,643,51,Tourist,7.5
2022-04-08,NLD,ROU,113,88,25,Family,10.0
2022-04-08,CAN,EGY,356,269,87,Transit,14.2
2022-04-08,GBR,LBN,143,112,31,Transit,10.6
2022-04-08,IND,UKR,573,523,50,Tourist,13.6
2022-04-08,GBR,USA,44,37,7,Family,14.8
2022-04-08,NLD,ITA,377,363,14,Transit,10.0
2022-04-08,CHN,ITA,729,629,100,Tourist,6.2
2022-04-08,NLD,FRA,632,534,98,Business,16.0
2022-04-09,FRA,TUR,44,41,3,Tourist,6.9
2022-04-09,JPN,RUS,66,55,11,Tourist,13.2
2022-04-09,CAN,ESP,278,270,8,Business,10.4
2022-04-09,USA,GRC,339,306,33,Family,9.4
2022-04-09,JPN,ROU,790,710,80,Family,22.5
2022-04-09,GBR,SAU,606,521,85,Business,20.1
2022-04-09,JPN,UKR,740,725,15,Business,14.3
2022-04-09,JPN,USA,691,646,45,Family,15.9
2022-04-09,FRA,CYP,122,112,10,Tourist,9.0
2022-04-10,JPN,TUR,632,514,118,Transit,26.1
2022-04-10,GBR,MDA,125,107,18,Business,16.9
2022-04-10,CHN,UKR,702,680,22,Business,12.8
2022-04-10,AUS,POL,598,575,23,Tourist,14.3
2022-04-10,GBR,PRT,358,340,18,Family,23.5
2022-04-10,DEU,THA,661,502,159,Tourist,5.3
2022-04-10,AUS,ROU,304,253,51,Business,8.5
2022-04-10,CHN,PRT,174,168,6,Business,24.3
2022-04-11,IND,SAU,53,44,9,Family,9.0
2022-04-11,GBR,JOR,71,58,13,Tourist,4.0
2022-04-11,GBR,DEU,259,215,44,Business,7.4
2022-04-11,GBR,LBN,271,249,22,Business,14.1
2022-04-11,FRA,UKR,735,610,125,Tourist,12.2
2022-04-11,FRA,USA,500,375,125,Family,23.2
2022-04-11,JPN,RUS,563,484,79,Family,24.9
2022-04-11,AUS,SAU,666,564,102,Transit,17.9
2022-04-11,GBR,CYP,280,210,70,Transit,17.7
2022-04-11,FRA,ARE,314,273,41,Family,4.5
2022-04-11,NLD,ROU,319,279,40,Tourist,22.9
2022-04-11,DEU,ESP,52,39,13,Tourist,8.6
2022-04-12,CAN,JOR,48,36,12,Business,7.3
2022-04-12,AUS,ISR,553,414,139,Transit,5.0
2022-04-12,GBR,MDA,381,361,20,Family,25.4
2022-04-12,CHN,CYP,511,383,128,Business,6.0
2022-04-12,JPN,EGY,744,558,186,Tourist,10.8
2022-04-12,CHN,POL,616,569,47,Family,25.1
2022-04-12,DEU,MDA,139,133,6,Family,21.9
2022-04-12,GBR,ARE,211,199,12,Business,14.9
2022-04-13,DEU,FRA,538,495,43,Tourist,18.9
2022-04-13,AUS,LBN,444,356,88,Tourist,20.5
2022-04-13,AUS,TUR,189,163,26,Family,19.7
2022-04-13,DEU,DEU,23,21,2,Family,12.8
2022-04-13,FRA,EGY,728,685,43,Tourist,25.1
2022-04-13,FRA,THA,599,495,104,Business,17.8
2022-04-13,IND,ISR,616,545,71,Business,22.5
2022-04-14,FRA,ISR,445,430,15,Transit,24.3
2022-04-14,CAN,UKR,696,530,166,Tourist,5.3
2022-04-14,CAN,DEU,268,230,38,Tourist,15.4
2022-04-14,DEU,JOR,475,364,111,Family,21.3
2022-04-14,IND,RUS,116,105,11,Family,24.7
2022-04-15,NLD,DEU,556,496,60,Transit,26.5
2022-04-15,FRA,SAU,199,179,20,Business,16.4
2022-04-15,CHN,FRA,621,538,83,Family,11.7
2022-04-15,CHN,ROU,701,669,32,Tourist,9.9
2022-04-15,CHN,GBR,419,384,35,Business,3.7
2022-04-15,IND,LBN,87,70,17,Family,27.5
2022-04-15,IND,ARE,457,439,18,Transit,18.2
2022-04-15,FRA,EGY,424,407,17,Business,19.7
2022-04-15,CHN,SAU,144,138,6,Family,14.7
2022-04-16,CAN,ROU,98,90,8,Business,7.9
2022-04-16,CHN,ARE,636,585,51,Family,16.3
2022-04-16,USA,DEU,226,185,41,Transit,3.2
2022-04-16,USA,GBR,401,359,42,Transit,8.6
2022-04-16,DEU,DEU,61,50,11,Business,9.4
2022-04-16,CAN,LBN,280,234,46,Transit,27.0
2022-04-16,CHN,EGY,743,704,39,Transit,19.3
2022-04-16,JPN,ITA,595,513,82,Transit,4.9
2022-04-16,AUS,RUS,454,415,39,Family,10.6
2022-04-16,DEU,JOR,38,32,6,Tourist,14.6
2022-04-16,JPN,ARE,737,654,83,Business,5.4
2022-04-16,AUS,UKR,556,498,58,Family,25.9
2022-04-17,IND,USA,280,251,29,Tourist,17.7
2022-04-17,DEU,ISR,603,452,151,Business,13.1
2022-04-17,NLD,JOR,659,494,165,Family,21.0
2022-04-17,FRA,LBN,399,336,63,Tourist,23.2
2022-04-17,NLD,TUR,157,133,24,Transit,9.0
2022-04-17,USA,FRA,96,77,19,Transit,11.6
2022-04-18,CAN,FRA,305,288,17,Tourist,10.0
2022-04-18,AUS,ESP,749,725,24,Transit,10.0
2022-04-18,DEU,THA,360,333,27,Business,19.3
2022-04-18,DEU,LBN,258,207,51,Transit,15.3
2022-04-18,IND,ROU,635,533,102,Family,18.3
2022-04-18,JPN,CYP,556,534,22,Transit,23.4
2022-04-18,JPN,PRT,574,526,48,Business,7.5
2022-04-19,FRA,UKR,224,218,6,Business,24.0
2022-04-19,USA,ARE,513,390,123,Tourist,19.9
2022-04-19,AUS,ROU,637,597,40,Tourist,5.7
2022-04-19,NLD,LBN,296,268,28,Business,11.6
2022-04-19,JPN,SAU,397,375,22,Family,3.1
2022-04-19,AUS,ROU,29,24,5,Family,27.0
2022-04-19,IND,ITA,717,682,35,Business,22.7
2022-04-19,AUS,THA,609,576,33,Family,21.3
2022-04-19,CAN,JOR,345,322,23,Business,7.9
2022-04-19,USA,ESP,495,417,78,Transit,3.3
2022-04-20,DEU,JOR,38,37,1,Tourist,19.1
2022-04-20,IND,SAU,222,197,25,Transit,15.3
2022-04-20,NLD,ESP,319,291,28,Transit,20.0
2022-04-20,FRA,ARE,783,624,159,Transit,12.7
2022-04-20,USA,CYP,25,23,2,Tourist,20.9
2022-04-20,USA,RUS,417,372,45,Family,12.9
2022-04-20,IND,FRA,770,706,64,Family,14.4
2022-04-20,USA,POL,783,634,149,Tourist,22.9
2022-04-21,IND,DEU,747,671,76,Business,17.2
2022-04-21,USA,MDA,282,211,71,Family,5.8
2022-04-21,USA,FRA,760,651,109,Family,24.5
2022-04-21,CHN,DEU,611,529,82,Transit,12.1
2022-04-21,CAN,ITA,657,541,116,Business,16.7
2022-04-21,IND,POL,392,309,83,Family,9.3
2022-04-21,AUS,GRC,363,279,84,Transit,17.6
2022-04-21,NLD,JOR,43,39,4,Business,4.4
2022-04-21,DEU,GBR,577,514,63,Transit,7.6
2022-04-21,GBR,LBN,792,594,198,Family,7.5
2022-04-21,DEU,JOR,416,312,104,Family,16.8
2022-04-22,GBR,ESP,58,55,3,Business,26.2
2022-04-22,CAN,ISR,747,560,187,Transit,3.4
2022-04-22,GBR,EGY,569,475,94,Family,15.7
2022-04-23,CHN,POL,725,710,15,Business,10.7
2022-04-23,DEU,MDA,250,231,19,Transit,13.6
2022-04-23,CAN,RUS,342,317,25,Tourist,24.2
2022-04-23,NLD,ISR,72,54,18,Business,21.9
2022-04-23,CHN,ROU,431,377,54,Tourist,21.4
2022-04-23,GBR,PRT,284,215,69,Transit,9.4
2022-04-23,AUS,POL,510,382,128,Business,20.0
2022-04-23,USA,CYP,127,122,5,Tourist,7.5
2022-04-23,JPN,EGY,481,466,15,Transit,12.5
2022-04-23,JPN,ITA,143,129,14,Tourist,16.0
2022-04-24,DEU,NLD,677,636,41,Business,19.0
2022-04-24,JPN,PRT,376,359,17,Transit,17.5
2022-04-24,IND,LBN,707,638,69,Business,23.9
2022-04-24,CAN,GBR,222,212,10,Transit,12.4
2022-04-24,GBR,USA,435,330,105,Transit,12.4
2022-04-24,CAN,JOR,561,509,52,Business,5.0
2022-04-24,USA,POL,230,215,15,Family,5.6
2022-04-24,GBR,TUR,777,741,36,Transit,3.8
2022-04-24,CAN,CYP,91,84,7,Family,5.0
2022-04-24,FRA,SAU,572,438,134,Transit,10.3
2022-04-25,GBR,EGY,490,451,39,Tourist,14.2
2022-04-25,DEU,JOR,380,332,48,Tourist,20.2
2022-04-25,JPN,POL,173,129,44,Family,18.2
2022-04-25,FRA,PRT,159,145,14,Tourist,13.2
2022-04-25,GBR,UKR,60,48,12,Business,16.0
2022-04-25,CAN,THA,97,84,13,Transit,24.8
2022-04-25,NLD,EGY,758,711,47,Family,7.7
2022-04-25,FRA,USA,695,522,173,Business,19.6
2022-04-25,FRA,UKR,252,246,6,Family,23.2
2022-04-25,FRA,PRT,167,140,27,Transit,6.7
2022-04-26,JPN,ARE,419,385,34,Transit,21.7
2022-04-26,IND,GRC,71,68,3,Family,3.7
2022-04-26,CAN,UKR,266,247,19,Family,10.6
2022-04-27,CHN,USA,388,335,53,Transit,17.9
2022-04-27,DEU,ISR,511,448,63,Tourist,13.6
2022-04-27,NLD,MDA,254,241,13,Family,27.5
2022-04-27,DEU,PRT,125,100,25,Transit,22.2
2022-04-27,CHN,ARE,269,222,47,Tourist,22.4
2022-04-27,NLD,SAU,59,55,4,Transit,26.2
2022-04-28,CAN,NLD,648,585,63,Transit,24.1
2022-04-28,CHN,FRA,498,403,95,Business,19.9
2022-04-28,FRA,NLD,721,626,95,Transit,4.3
2022-04-28,IND,SAU,559,440,119,Tourist,21.7
2022-04-28,AUS,ISR,205,187,18,Business,26.7
2022-04-28,GBR,RUS,288,233,55,Family,16.2
2022-04-28,GBR,POL,94,74,20,Tourist,22.6
2022-04-29,CAN,THA,654,585,69,Family,17.9
2022-04-29,USA,FRA,773,674,99,Family,25.5
2022-04-29,CHN,PRT,323,262,61,Business,15.4
2022-04-29,DEU,GRC,778,762,16,Transit,20.8
2022-04-29,FRA,JOR,473,359,114,Business,13.7
2022-04-29,IND,ARE,392,349,43,Transit,15.5
2022-04-29,IND,CYP,57,47,10,Family,4.8
2022-04-29,JPN,FRA,114,103,11,Tourist,22.8
2022-04-29,DEU,ARE,211,181,30,Transit,10.9
2022-04-30,IND,CYP,308,231,77,Business,17.1
2022-04-30,CAN,ISR,771,692,79,Business,6.1
2022-04-30,IND,ESP,321,307,14,Business,25.6
2022-04-30,NLD,POL,52,50,2,Business,13.2
2022-04-30,IND,LBN,77,69,8,Transit,10.0
2022-04-30,IND,RUS,605,542,63,Transit,26.9
2022-04-30,IND,GBR,250,189,61,Business,18.4
2022-04-30,IND,JOR,127,109,18,Transit,3.9
2022-04-30,AUS,GBR,709,610,99,Business,19.8
2022-04-30,NLD,PRT,441,388,53,Family,5.3
2022-05-01,CHN,NLD,296,249,47,Transit,4.4
2022-05-01,CHN,NLD,753,671,82,Family,23.9
2022-05-01,CHN,SAU,157,142,15,Business,26.7
2022-05-01,CHN,POL,192,166,26,Tourist,20.5
2022-05-01,USA,DEU,286,274,12,Transit,3.5
2022-05-01,GBR,JOR,632,564,68,Transit,10.1
2022-05-02,IND,PRT,173,150,23,Business,16.6
2022-05-02,CHN,FRA,218,188,30,Transit,26.7
2022-05-02,USA,ROU,272,257,15,Family,3.8
2022-05-02,JPN,SAU,565,423,142,Family,26.8
2022-05-02,NLD,JOR,449,422,27,Family,15.2
2022-05-02,GBR,LBN,477,435,42,Tourist,4.9
2022-05-02,FRA,POL,794,736,58,Family,27.1
2022-05-02,GBR,FRA,667,500,167,Transit,22.6
2022-05-02,DEU,GRC,789,760,29,Family,12.3
2022-05-03,FRA,FRA,331,283,48,Family,14.7
2022-05-03,USA,GRC,642,491,151,Transit,23.3
2022-05-03,NLD,CYP,591,545,46,Business,6.8
2022-05-03,NLD,RUS,703,586,117,Family,26.6
2022-05-03,USA,RUS,556,459,97,Business,4.0
2022-05-03,USA,ESP,734,633,101,Family,12.0
2022-05-03,CHN,ARE,780,764,16,Family,15.3
2022-05-03,GBR,ISR,640,506,134,Business,13.2
2022-05-03,GBR,ITA,527,395,132,Business,18.1
2022-05-03,IND,MDA,471,443,28,Family,10.9
2022-05-03,GBR,RUS,240,201,39,Transit,13.6
2022-05-03,CHN,CYP,170,159,11,Family,17.8
2022-05-04,DEU,ROU,639,602,37,Tourist,26.4
2022-05-04,CAN,EGY,312,257,55,Tourist,4.7
2022-05-04,CAN,TUR,720,662,58,Business,21.3
2022-05-04,CAN,JOR,407,369,38,Tourist,26.4
2022-05-04,FRA,EGY,130,113,17,Business,11.6
